product_id,product_name,category,description,rating,eco_friendly,price,brand
296,Reusable Straw,Clothing,Sustainable and organic,3.7,Yes,19.07,EcoCarry
297,Biodegradable Trash Bags,Sports,Sustainable and organic,4.1,Yes,44.79,EcoFlex
298,Solar Charger,Beauty,Made from recycled materials,4.7,Yes,48.13,EarthWise
299,Organic Tea,Personal Care,Made with renewable resources,4.5,Yes,14.34,PureLife
300,Reusable Bag,Office Supplies,Non-toxic and safe,4.9,Yes,40.48,SunPower
301,Compostable Cutlery,Food,Made from recycled materials,3.9,Yes,17.3,GreenLeaf
302,Reusable Bag,Clothing,Made with renewable resources,4.6,Yes,44.92,FreshEarth
303,Eco-Friendly Tote Bag,Pet Supplies,Eco-friendly product with natural ingredients,4.2,Yes,12.45,Nature’s Best
304,Bamboo Utensil Set,Personal Care,Reusable and eco-conscious,4.4,Yes,34.97,SunPower
305,Organic Soap,Pet Supplies,Energy-efficient and green,4.9,Yes,8.79,BioStyle
306,Eco-Friendly Tote Bag,Electronics,Energy-efficient and green,5.0,Yes,48.83,Nature’s Best
307,Bamboo Utensil Set,Beauty,Low impact on the environment,4.8,Yes,36.53,EcoBrand
308,Biodegradable Trash Bags,Household,Eco-friendly product with natural ingredients,4.0,Yes,42.88,SunPower
309,Bamboo Toothbrush,Sports,Sustainable and organic,4.8,Yes,30.5,EcoFlex
310,Organic Cotton Towel,Toys,Made with renewable resources,4.5,Yes,26.46,EcoEssentials
311,Organic Cotton Towel,Household,Low impact on the environment,4.1,Yes,32.98,EcoCarry
312,Sustainable Fashion,Jewelry,Ethically sourced and produced,3.6,Yes,28.79,GreenLeaf
313,Sustainable Fashion,Pet Supplies,Ethically sourced and produced,4.7,Yes,26.12,EcoBrand
314,Eco-Friendly Laundry Detergent,Beauty,Made with renewable resources,4.3,Yes,39.18,EcoBrand
315,Bamboo Toothbrush,Toys,Made from recycled materials,4.7,Yes,13.02,SustainIt
316,Reusable Coffee Cup,Clothing,Low impact on the environment,4.6,Yes,12.7,EcoCarry
317,Eco-Friendly Laundry Detergent,Toys,Certified organic and biodegradable,4.7,Yes,24.43,Nature’s Best
318,Compostable Cutlery,Household,Certified organic and biodegradable,4.0,Yes,19.43,BioStyle
319,Compostable Cutlery,Sports,Reusable and eco-conscious,4.7,Yes,8.34,ReNew
320,Natural Cleaning Products,Clothing,Sustainable and organic,4.3,Yes,43.0,GreenLeaf
321,Sustainable Footwear,Personal Care,Eco-friendly product with natural ingredients,4.2,Yes,39.72,EcoCarry
322,Bamboo Utensil Set,Toys,Certified organic and biodegradable,4.5,Yes,29.48,EcoFlex
323,Biodegradable Phone Case,Electronics,Made with renewable resources,3.5,Yes,49.07,GreenClean
324,Compostable Cutlery,Office Supplies,Made with renewable resources,3.7,Yes,8.27,SustainIt
325,Eco-Friendly Tote Bag,Toys,Eco-friendly product with natural ingredients,3.9,Yes,39.5,PureLife
326,Natural Cleaning Products,Sports,Energy-efficient and green,5.0,Yes,16.99,EcoCarry
327,Solar-Powered Gadgets,Clothing,Certified organic and biodegradable,3.7,Yes,21.59,PlanetCare
328,Bamboo Utensil Set,Personal Care,Eco-friendly product with natural ingredients,4.0,Yes,14.87,SustainIt
329,Eco-Friendly Notebook,Electronics,Energy-efficient and green,3.6,Yes,40.51,EarthWise
330,Energy-Efficient Light Bulbs,Health,Ethically sourced and produced,4.0,Yes,11.49,EcoFlex
331,Eco-Friendly Laundry Detergent,Home Improvement,Made with renewable resources,4.0,Yes,42.8,EcoCarry
332,Eco-Friendly Notebook,Electronics,Reusable and eco-conscious,4.9,Yes,34.77,ReNew
333,Eco-Friendly Tote Bag,Clothing,Energy-efficient and green,4.8,Yes,7.66,EarthWise
334,Eco Shampoo,Office Supplies,Non-toxic and safe,4.1,Yes,41.49,BioStyle
335,Eco-Friendly Notebook,Home Improvement,Made with renewable resources,3.5,Yes,33.25,PureLife
336,Natural Cleaning Products,Home Improvement,Ethically sourced and produced,4.7,Yes,45.72,GreenClean
337,Bamboo Utensil Set,Office Supplies,Eco-friendly product with natural ingredients,4.5,Yes,38.69,FreshEarth
338,Eco-Friendly Notebook,Food,Energy-efficient and green,3.7,Yes,30.25,EarthWise
339,Eco Shampoo,Clothing,Non-toxic and safe,5.0,Yes,42.64,EarthWise
340,Sustainable Footwear,Toys,Energy-efficient and green,3.7,Yes,17.51,Nature’s Best
341,Organic Tea,Clothing,Eco-friendly product with natural ingredients,4.8,Yes,29.61,PlanetCare
342,Eco-Friendly Water Bottle,Home Improvement,Reusable and eco-conscious,3.9,Yes,18.21,EcoCarry
343,Solar Charger,Toys,Ethically sourced and produced,4.2,Yes,48.57,GreenClean
344,Eco-Friendly Packaging,Office Supplies,Ethically sourced and produced,4.7,Yes,15.18,EcoFlex
345,Biodegradable Trash Bags,Outdoor,Made from recycled materials,4.5,Yes,5.71,PlanetCare
346,Reusable Bag,Household,Eco-friendly product with natural ingredients,4.9,Yes,19.66,BioStyle
347,Solar-Powered Gadgets,Food,Eco-friendly product with natural ingredients,4.4,Yes,27.61,EcoCarry
348,Reusable Straw,Sports,Sustainable and organic,3.6,Yes,6.28,BioStyle
349,Eco-Friendly Packaging,Personal Care,Non-toxic and safe,4.8,Yes,30.17,ReNew
350,Energy-Efficient Light Bulbs,Toys,Non-toxic and safe,4.7,Yes,44.34,EarthWise
351,Organic Bedding,Household,Reusable and eco-conscious,4.6,Yes,36.71,PureLife
352,Eco Shampoo,Toys,Sustainable and organic,3.6,Yes,33.03,EcoEssentials
353,Solar-Powered Gadgets,Beauty,Eco-friendly product with natural ingredients,4.1,Yes,48.02,FreshEarth
354,Reusable Straw,Home Improvement,Sustainable and organic,3.8,Yes,48.12,PureLife
355,Compostable Cutlery,Electronics,Low impact on the environment,4.7,Yes,42.09,FreshEarth
356,Organic Bedding,Outdoor,Made from recycled materials,4.6,Yes,32.35,BioStyle
357,Organic Skincare,Electronics,Energy-efficient and green,4.8,Yes,26.95,EcoEssentials
358,Bamboo Utensil Set,Clothing,Made from recycled materials,4.9,Yes,5.6,FreshEarth
359,Eco-Friendly Packaging,Jewelry,Low impact on the environment,4.7,Yes,32.28,SustainIt
360,Biodegradable Trash Bags,Office Supplies,Energy-efficient and green,5.0,Yes,49.51,EcoEssentials
361,Organic Bedding,Outdoor,Reusable and eco-conscious,4.4,Yes,41.81,EcoFlex
362,Eco Shampoo,Electronics,Made from recycled materials,3.6,Yes,20.33,EcoCarry
363,Natural Cleaning Products,Home Improvement,Low impact on the environment,3.5,Yes,11.84,GreenClean
364,Solar Charger,Outdoor,Made from recycled materials,4.0,Yes,40.28,GreenClean
365,Eco Shampoo,Sports,Made from recycled materials,4.7,Yes,38.48,SunPower
366,Eco-Friendly Water Bottle,Toys,Certified organic and biodegradable,4.8,Yes,48.52,GreenLeaf
367,Energy-Efficient Light Bulbs,Books,Sustainable and organic,4.9,Yes,44.37,SustainIt
368,Sustainable Footwear,Office Supplies,Made from recycled materials,3.6,Yes,30.0,SustainIt
369,Biodegradable Trash Bags,Outdoor,Made from recycled materials,3.6,Yes,9.56,BioStyle
370,Eco-Friendly Tote Bag,Electronics,Sustainable and organic,4.9,Yes,26.76,BioStyle
371,Solar Charger,Beauty,Ethically sourced and produced,4.0,Yes,19.12,PlanetCare
372,Sustainable Footwear,Office Supplies,Made from recycled materials,4.3,Yes,28.06,EcoCarry
373,Reusable Bag,Beauty,Low impact on the environment,5.0,Yes,18.58,FreshEarth
374,Solar-Powered Gadgets,Pet Supplies,Energy-efficient and green,4.1,Yes,43.78,GreenLeaf
375,Compostable Cutlery,Health,Certified organic and biodegradable,4.5,Yes,42.99,Nature’s Best
376,Reusable Straw,Personal Care,Ethically sourced and produced,4.1,Yes,19.2,EcoBrand
377,Organic Skincare,Toys,Made with renewable resources,4.7,Yes,31.98,SustainIt
378,Organic Cotton Towel,Beauty,Sustainable and organic,4.3,Yes,24.36,ReNew
379,Eco Shampoo,Health,Certified organic and biodegradable,3.9,Yes,45.91,BioStyle
380,Reusable Straw,Books,Reusable and eco-conscious,3.9,Yes,13.43,EarthWise
381,Reusable Coffee Cup,Beauty,Eco-friendly product with natural ingredients,3.9,Yes,36.4,BioStyle
382,Reusable Coffee Cup,Home Improvement,Eco-friendly product with natural ingredients,4.3,Yes,48.67,EcoCarry
383,Eco-Friendly Laundry Detergent,Health,Energy-efficient and green,4.6,Yes,12.89,PlanetCare
384,Natural Cleaning Products,Beauty,Reusable and eco-conscious,4.9,Yes,14.09,SustainIt
385,Solar Charger,Electronics,Sustainable and organic,4.5,Yes,36.22,EcoEssentials
386,Compostable Cutlery,Electronics,Reusable and eco-conscious,4.7,Yes,40.06,ReNew
387,Organic Skincare,Electronics,Reusable and eco-conscious,3.8,Yes,27.07,EcoEssentials
388,Eco-Friendly Water Bottle,Health,Made from recycled materials,4.1,Yes,32.44,GreenLeaf
389,Biodegradable Trash Bags,Clothing,Energy-efficient and green,4.1,Yes,14.57,SunPower
390,Energy-Efficient Light Bulbs,Books,Made with renewable resources,4.5,Yes,26.45,GreenLeaf
391,Bamboo Utensil Set,Health,Ethically sourced and produced,3.9,Yes,10.04,PureLife
392,Solar-Powered Gadgets,Personal Care,Sustainable and organic,4.0,Yes,19.46,EcoCarry
393,Reusable Bag,Clothing,Made from recycled materials,4.0,Yes,17.82,EcoFlex
394,Eco-Friendly Notebook,Pet Supplies,Sustainable and organic,4.7,Yes,25.01,EcoFlex
395,Eco-Friendly Tote Bag,Home Improvement,Eco-friendly product with natural ingredients,4.4,Yes,46.86,BioStyle
396,Eco-Friendly Laundry Detergent,Electronics,Sustainable and organic,3.6,Yes,13.16,FreshEarth
397,Bamboo Toothbrush,Household,Energy-efficient and green,3.6,Yes,23.06,EarthWise
398,Solar-Powered Gadgets,Office Supplies,Eco-friendly product with natural ingredients,4.1,Yes,32.7,SustainIt
399,Eco-Friendly Laundry Detergent,Health,Reusable and eco-conscious,4.6,Yes,47.6,EcoEssentials
400,Natural Cleaning Products,Household,Sustainable and organic,4.5,Yes,10.99,BioStyle
401,Organic Bedding,Sports,Made from recycled materials,4.6,Yes,46.3,SustainIt
402,Eco-Friendly Tote Bag,Office Supplies,Sustainable and organic,4.7,Yes,8.65,GreenLeaf
403,Organic Skincare,Food,Energy-efficient and green,3.9,Yes,26.63,EcoCarry
404,Organic Bedding,Health,Made with renewable resources,4.3,Yes,25.46,BioStyle
405,Organic Soap,Household,Ethically sourced and produced,4.3,Yes,14.43,EcoEssentials
406,Biodegradable Phone Case,Toys,Low impact on the environment,4.6,Yes,20.64,ReNew
407,Eco-Friendly Water Bottle,Health,Non-toxic and safe,4.9,Yes,25.44,Nature’s Best
408,Eco-Friendly Laundry Detergent,Pet Supplies,Reusable and eco-conscious,3.9,Yes,43.93,FreshEarth
409,Organic Tea,Health,Ethically sourced and produced,4.7,Yes,47.98,BioStyle
410,Organic Tea,Health,Reusable and eco-conscious,4.5,Yes,28.35,EarthWise
411,Reusable Bag,Health,Reusable and eco-conscious,4.4,Yes,44.15,EcoCarry
412,Bamboo Utensil Set,Books,Sustainable and organic,4.7,Yes,32.37,GreenClean
413,Eco-Friendly Water Bottle,Electronics,Made from recycled materials,4.9,Yes,20.71,EcoCarry
414,Eco-Friendly Notebook,Food,Certified organic and biodegradable,3.6,Yes,13.74,PlanetCare
415,Sustainable Fashion,Jewelry,Made from recycled materials,3.7,Yes,23.59,EcoEssentials
416,Organic Skincare,Electronics,Eco-friendly product with natural ingredients,4.6,Yes,28.53,PureLife
417,Biodegradable Phone Case,Electronics,Made with renewable resources,3.6,Yes,7.0,EarthWise
418,Biodegradable Phone Case,Beauty,Made from recycled materials,4.3,Yes,11.56,Nature’s Best
419,Compostable Cutlery,Electronics,Certified organic and biodegradable,3.8,Yes,32.01,EcoEssentials
420,Reusable Straw,Office Supplies,Reusable and eco-conscious,3.9,Yes,15.13,EcoCarry
421,Organic Skincare,Pet Supplies,Energy-efficient and green,4.6,Yes,42.68,GreenLeaf
422,Eco-Friendly Packaging,Home Improvement,Made from recycled materials,3.5,Yes,19.71,GreenLeaf
423,Compostable Cutlery,Beauty,Sustainable and organic,4.8,Yes,9.72,BioStyle
424,Organic Tea,Outdoor,Low impact on the environment,4.2,Yes,8.76,EarthWise
425,Eco-Friendly Packaging,Food,Ethically sourced and produced,4.3,Yes,47.17,PlanetCare
426,Sustainable Footwear,Clothing,Certified organic and biodegradable,4.3,Yes,10.31,ReNew
427,Eco-Friendly Packaging,Food,Energy-efficient and green,4.5,Yes,11.34,PlanetCare
428,Reusable Coffee Cup,Books,Made from recycled materials,4.0,Yes,43.82,PlanetCare
429,Reusable Straw,Household,Low impact on the environment,3.7,Yes,16.44,GreenClean
430,Reusable Bag,Books,Ethically sourced and produced,4.0,Yes,34.97,PureLife
431,Biodegradable Phone Case,Jewelry,Made from recycled materials,3.8,Yes,41.75,FreshEarth
432,Bamboo Utensil Set,Office Supplies,Made with renewable resources,4.3,Yes,32.32,GreenLeaf
433,Compostable Cutlery,Office Supplies,Certified organic and biodegradable,4.0,Yes,48.09,BioStyle
434,Biodegradable Trash Bags,Food,Certified organic and biodegradable,4.9,Yes,36.9,ReNew
435,Bamboo Toothbrush,Outdoor,Made from recycled materials,4.9,Yes,10.07,PlanetCare
436,Organic Tea,Electronics,Made with renewable resources,4.4,Yes,30.13,EcoBrand
437,Eco-Friendly Packaging,Home Improvement,Certified organic and biodegradable,4.4,Yes,37.32,EcoCarry
438,Eco-Friendly Tote Bag,Pet Supplies,Ethically sourced and produced,5.0,Yes,41.09,GreenLeaf
439,Organic Skincare,Jewelry,Made with renewable resources,4.8,Yes,6.18,PlanetCare
440,Organic Bedding,Office Supplies,Reusable and eco-conscious,4.6,Yes,37.35,PureLife
441,Eco-Friendly Packaging,Office Supplies,Made with renewable resources,4.0,Yes,42.16,EcoBrand
442,Solar Charger,Home Improvement,Certified organic and biodegradable,4.0,Yes,38.61,PlanetCare
443,Solar Charger,Food,Eco-friendly product with natural ingredients,3.8,Yes,28.06,SustainIt
444,Sustainable Fashion,Health,Made with renewable resources,4.2,Yes,25.61,PureLife
445,Bamboo Utensil Set,Clothing,Energy-efficient and green,5.0,Yes,29.72,GreenLeaf
446,Organic Bedding,Personal Care,Certified organic and biodegradable,4.9,Yes,36.71,EcoFlex
447,Sustainable Footwear,Outdoor,Energy-efficient and green,3.7,Yes,46.53,GreenLeaf
448,Biodegradable Trash Bags,Toys,Energy-efficient and green,3.5,Yes,32.77,PlanetCare
449,Organic Soap,Jewelry,Eco-friendly product with natural ingredients,4.8,Yes,44.95,Nature’s Best
450,Organic Cotton Towel,Food,Energy-efficient and green,4.3,Yes,36.56,EcoBrand
451,Organic Bedding,Food,Certified organic and biodegradable,3.8,Yes,8.08,BioStyle
452,Organic Soap,Food,Eco-friendly product with natural ingredients,4.5,Yes,27.54,BioStyle
453,Solar-Powered Gadgets,Books,Eco-friendly product with natural ingredients,4.5,Yes,17.89,Nature’s Best
454,Eco-Friendly Laundry Detergent,Household,Energy-efficient and green,3.7,Yes,17.83,EarthWise
455,Organic Bedding,Personal Care,Made with renewable resources,3.9,Yes,21.02,BioStyle
456,Solar-Powered Gadgets,Personal Care,Made from recycled materials,3.6,Yes,19.16,EcoFlex
457,Sustainable Footwear,Personal Care,Made with renewable resources,3.8,Yes,31.04,EcoCarry
458,Sustainable Footwear,Personal Care,Made with renewable resources,3.7,Yes,35.76,EcoFlex
459,Compostable Cutlery,Jewelry,Reusable and eco-conscious,3.8,Yes,17.09,EcoCarry
460,Eco-Friendly Notebook,Toys,Reusable and eco-conscious,4.5,Yes,10.84,ReNew
461,Bamboo Utensil Set,Office Supplies,Sustainable and organic,3.6,Yes,7.65,SustainIt
462,Eco-Friendly Notebook,Pet Supplies,Made with renewable resources,3.7,Yes,30.91,EcoCarry
463,Sustainable Footwear,Personal Care,Eco-friendly product with natural ingredients,3.7,Yes,13.38,ReNew
464,Eco Shampoo,Pet Supplies,Made with renewable resources,4.0,Yes,5.42,EarthWise
465,Solar-Powered Gadgets,Toys,Ethically sourced and produced,3.9,Yes,46.75,EarthWise
466,Eco-Friendly Packaging,Sports,Non-toxic and safe,3.9,Yes,29.17,EcoEssentials
467,Solar Charger,Health,Made with renewable resources,4.6,Yes,9.16,EarthWise
468,Bamboo Utensil Set,Beauty,Sustainable and organic,5.0,Yes,42.93,EcoCarry
469,Biodegradable Trash Bags,Food,Sustainable and organic,4.3,Yes,49.24,EarthWise
470,Eco-Friendly Laundry Detergent,Clothing,Reusable and eco-conscious,4.9,Yes,25.19,EarthWise
471,Organic Tea,Beauty,Energy-efficient and green,4.1,Yes,6.91,EcoCarry
472,Reusable Bag,Clothing,Sustainable and organic,3.7,Yes,10.29,Nature’s Best
473,Eco-Friendly Water Bottle,Food,Energy-efficient and green,4.1,Yes,22.17,FreshEarth
474,Organic Soap,Office Supplies,Ethically sourced and produced,3.9,Yes,44.85,FreshEarth
475,Biodegradable Trash Bags,Office Supplies,Certified organic and biodegradable,4.2,Yes,11.66,SunPower
476,Solar Charger,Toys,Reusable and eco-conscious,4.5,Yes,42.08,EcoFlex
477,Solar Charger,Household,Sustainable and organic,4.2,Yes,5.67,ReNew
478,Organic Tea,Beauty,Low impact on the environment,4.9,Yes,25.58,ReNew
479,Organic Tea,Office Supplies,Made from recycled materials,4.8,Yes,34.0,GreenClean
480,Reusable Coffee Cup,Health,Eco-friendly product with natural ingredients,4.6,Yes,7.72,PlanetCare
481,Eco-Friendly Water Bottle,Sports,Made from recycled materials,4.2,Yes,32.66,BioStyle
482,Organic Skincare,Clothing,Non-toxic and safe,3.7,Yes,47.5,ReNew
483,Reusable Straw,Personal Care,Ethically sourced and produced,4.1,Yes,12.21,PureLife
484,Natural Cleaning Products,Pet Supplies,Sustainable and organic,4.6,Yes,37.83,SustainIt
485,Biodegradable Trash Bags,Personal Care,Made from recycled materials,3.9,Yes,32.41,EcoEssentials
486,Biodegradable Phone Case,Sports,Made with renewable resources,3.7,Yes,13.33,SustainIt
487,Eco-Friendly Notebook,Toys,Sustainable and organic,4.9,Yes,5.28,BioStyle
488,Reusable Coffee Cup,Office Supplies,Sustainable and organic,4.6,Yes,5.42,SustainIt
489,Reusable Bag,Beauty,Made with renewable resources,4.4,Yes,28.94,EcoCarry
490,Solar-Powered Gadgets,Pet Supplies,Non-toxic and safe,4.7,Yes,47.43,ReNew
491,Sustainable Fashion,Beauty,Energy-efficient and green,4.8,Yes,33.99,PlanetCare
492,Eco-Friendly Tote Bag,Personal Care,Reusable and eco-conscious,4.2,Yes,37.14,EcoBrand
493,Bamboo Utensil Set,Personal Care,Eco-friendly product with natural ingredients,4.8,Yes,27.22,Nature’s Best
494,Eco-Friendly Water Bottle,Home Improvement,Made from recycled materials,4.9,Yes,31.19,EcoCarry
495,Bamboo Toothbrush,Clothing,Reusable and eco-conscious,3.9,Yes,10.69,PureLife
496,Organic Soap,Clothing,Energy-efficient and green,4.4,Yes,44.46,EarthWise
497,Natural Cleaning Products,Food,Eco-friendly product with natural ingredients,4.3,Yes,39.24,GreenLeaf
498,Reusable Bag,Outdoor,Eco-friendly product with natural ingredients,4.3,Yes,49.92,PlanetCare
499,Sustainable Fashion,Jewelry,Non-toxic and safe,4.9,Yes,18.4,SustainIt
500,Solar Charger,Outdoor,Made from recycled materials,4.0,Yes,15.22,PlanetCare
